scheme_code,scheme_name,isin_growth,isin_dividend
141993,Nippon India Fixed Horizon Fund XXXV- Series 9- Growth Option,INF204KB1SI0,
141994,NIPPON INDIA FIXED HORIZON FUND - XXXV - SERIES 9 - IDCW Option,INF204KB1SJ8,
141999,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - IDCW,INF090I01ML7,
142000,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - Direct - IDCW,INF090I01MO1,
142001,Franklin India Fixed Maturity Plans- Series 2- Plan A(1224 days)- Growth,INF090I01MK9,
142002,Franklin India Fixed Maturity Plans- Series 2- Plan A(1224 days)- Growth- Direct,INF090I01MN3,
142003,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days -QTR - IDCW,INF090I01MM5,
142004,Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - QTR Direct - IDCW,INF090I01MP8,
142005,Nippon India Capital Builder Fund IV- Series C- Direct Plan-Growth Option,INF204KB1SS9,
142006,Nippon India Capital Builder Fund IV- Series C- Direct Plan-Dividend Payout Option,INF204KB1ST7,
142007,Nippon India Capital Builder Fund IV- Series C- Growth Option,INF204KB1SQ3,
142008,Nippon India Capital Builder Fund IV- Series C- Dividend Payout Option,INF204KB1SR1,
142009,Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) - Regular Plan-Growth,INF209KB1JJ2,
142010,Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) - Direct Plan-Growth,INF209KB1JM6,
142011,Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) - DIRECT - Quarterly IDCW,INF209KB1JO2,
142012,Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) -REGULAR - NORMAL IDCW,INF209KB1JK0,
142013,Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) -REGULAR - Quarterly IDCW,INF209KB1JL8,
142014,Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) -DIRECT - NORMAL IDCW,INF209KB1JN4,
142015,Indiabulls Savings Income Fund- Regular Plan-Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01DS0,INF666M01DT8
142016,Indiabulls Savings Income Fund- Direct Plan- Quarterly- Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01DQ4,INF666M01DR2
142017,ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Cumulative Option,INF109KB10Z5,
142020,ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Direct Plan Cumulative Option,INF109KB13Z9,
142021,Nippon India Fixed Horizon Fund XXXV- Series 11- Growth Option,INF204KB1SU5,
142022,Nippon India Fixed Horizon Fund XXXV- Series 11- Direct Plan-Growth Option,INF204KB1SW1,
142023,NIPPON INDIA FIXED HORIZON FUND - XXXV - SERIES 11 - DIRECT Plan - IDCW Option,INF204KB1SX9,
142024,NIPPON INDIA FIXED HORIZON FUND - XXXV - SERIES 11 - IDCW Option,INF204KB1SV3,
142025,UTI FTIF Series XXVIII-II (1210 Days) - Direct Plan - Growth Option,INF789FC1Y63,
142026,UTI FTIF SERIES XXVIII - PLAN II (1210 DAYS) - Direct Plan - Annual IDCW,INF789FC1Y48,
142027,UTI FTIF SERIES XXVIII - PLAN II (1210 DAYS) - Direct Plan - Quarterly IDCW,INF789FC1Y30,
142028,UTI FTIF SERIES XXVIII - PLAN II (1210 DAYS) - Direct Plan - Maturity IDCW,INF789FC1Y55,
142029,UTI FTIF SERIES XXVIII - PLAN II (1210 DAYS) - Direct Plan - Flexi IDCW,INF789FC1Y71,
142030,UTI FTIF Series XXVIII-II (1210 Days) - Regular Plan - Growth Option,INF789FC1Z13,
142031,UTI FTIF SERIES XXVIII - PLAN II (1210 DAYS) - Regular Plan - Quarterly IDCW,INF789FC1Y89,
142032,UTI FTIF SERIES XXVIII - PLAN II (1210 DAYS) - Regular Plan - Flexi IDCW,INF789FC1Z21,
142033,UTI FTIF SERIES XXVIII - PLAN II (1210 DAYS) - Regular Plan - Annual IDCW,INF789FC1Y97,
142034,UTI FTIF SERIES XXVIII - PLAN II (1210 DAYS) - Regular Plan - Maturity IDCW,INF789FC1Z05,
142035,Union Balanced Advantage Fund - Regular Plan - Growth Option,INF582M01DI0,
142036,Union Balanced Advantage Fund - Regular Plan - IDCW Option,INF582M01DK6,INF582M01DJ8
142037,Union Balanced Advantage Fund - Direct Plan - IDCW Option,INF582M01DG4,INF582M01DF6
142038,Union Balanced Advantage Fund - Direct Plan - Growth Option,INF582M01DE9,
142039,IDFC Equity Opportunity - Series 4 (1102 Days) - Regular Plan - Growth,INF194KA19C9,
142040,IDFC Equity Opportunity - Series 4 (1102 Days) - Direct Plan - Dividend,INF194KA17C3,
142041,IDFC Equity Opportunity - Series 4 (1102 Days) - Regular Plan - Dividend,INF194KA10D6,
142042,IDFC Equity Opportunity - Series 4 (1102 Days) - Direct Plan - Growth,INF194KA16C5,
142067,ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Quarterly IDCW Option,INF109KB12Z1,
142068,ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Direct Plan Quarterly IDCW Option,INF109KB15Z4,
142069,ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Half Yearly IDCW Option,INF109KB11Z3,
142070,ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Direct Plan Half Yearly IDCW Option,INF109KB14Z7,
142071,ICICI Prudential Value Fund - Series 19 - Cumulative Option,INF109KB16Z2,
142072,ICICI Prudential Value Fund - Series 19 - Direct Plan - Cumulative Option,INF109KB18Z8,
142073,ICICI Prudential Value Fund - Series 19 - Direct Plan - IDCW Option,INF109KB19Z6,
142074,ICICI Prudential Value Fund - Series 19 - IDCW Option,INF109KB17Z0,
142075,Kotak FMP Series 213-Regular Plan-Growth Option,INF174K011R8,
142076,Kotak FMP Series 213-Regular Plan - Payout of Income Distribution cum capital withdrawal option,INF174K012R6,
142077,Kotak FMP Series 213-Direct Plan - Payout of Income Distribution cum capital withdrawal option,INF174K014R2,
142078,Kotak FMP Series 213-Direct Plan-Growth Option,INF174K013R4,
142079,Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - Direct Plan-Growth,INF209KB1JS3,
142080,Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - DIRECT - NORMAL IDCW,INF209KB1JT1,
142081,Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - DIRECT - Quarterly IDCW,INF209KB1JU9,
142082,Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - Regular Plan-Growth,INF209KB1JP9,
142083,Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - REGULAR - NORMAL IDCW,INF209KB1JQ7,
142084,Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - REGULAR - Quarterly IDCW,INF209KB1JR5,
142085,HSBC FTS 130 - IDCW - Tenure 1204 Days - Maturity: 08-Apr-2021,INF336L01MI4,
142086,HSBC Fixed Term Series 130 - Growth Option,INF336L01MH6,
142087,HSBC FTS 130 - IDCW Direct Plan-Tenure 1204 Days-Maturity: 08-Apr-2021,INF336L01MF0,
142089,Invesco India Fixed Maturity Plan - Series 30 - Plan A - Regular Sub - Plan - Growth,INF205K015M3,
142090,Invesco India Fixed Maturity Plan - Series 30 - Plan A - Regular Sub - Plan - IDCW (Payout),INF205K014M6,
142091,Invesco India Fixed Maturity Plan - Series 30 - Plan A - Direct Sub - Plan - Growth,INF205K017M9,
142092,Invesco India Fixed Maturity Plan - Series 30 - Plan A - Direct Sub - Plan - IDCW (Payout),INF205K016M1,
142093,UTI FTIF Series XXVIII-III (1203 Days) - Direct Plan - Growth Option,INF789FC11B1,
142094,UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Direct Plan - Annual IDCW,INF789FC19A6,
142095,UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Direct Plan - Quarterly IDCW,INF789FC18A8,
142096,UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Direct Plan - Flexi IDCW,INF789FC12B9,
142097,UTI FTIF Series XXVIII-III (1203 Days) - Regular Plan - Growth Option,INF789FC16A2,
142098,UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Regular Plan - Annual IDCW,INF789FC14A7,
142099,UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Direct Plan - Maturity IDCW,INF789FC10B3,
142100,UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Regular Plan - Quarterly IDCW,INF789FC13A9,
142101,UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Regular Plan - Maturity IDCW,INF789FC15A4,
142102,UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Regular Plan - Flexi IDCW,INF789FC17A0,
142103,Nippon India Dual Advantage Fixed Tenure Fund XII- Plan A- Growth Option,INF204KB1TN8,
142104,NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XII - PLAN A - IDCW Option,INF204KB1TM0,
142105,NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XII - PLAN A - DIRECT Plan - IDCW Option,INF204KB1TK4,
142106,Nippon India Dual Advantage Fixed Tenure Fund XII- Plan A- Direct Plan-Growth Option,INF204KB1TL2,
142107,Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW,INF174V01499,INF174V01481
142108,Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW,INF174V01523,INF174V01515
142109,Mahindra Manulife Mid Cap Fund - Regular Plan - Growth,INF174V01473,
142110,Mahindra Manulife Mid Cap Fund - Direct Plan -Growth,INF174V01507,
142112,Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Growth- Direct,INF090I01MT0,
142113,Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 days - IDCW,INF090I01MQ6,
142115,Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Growth,INF090I01MR4,
142116,Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 days -QTR - IDCW,INF090I01MS2,
142117,Nippon India Fixed Horizon Fund XXXV- Series 12- Direct Plan-Growth Option,INF204KB1TA5,
142118,NIPPON INDIA FIXED HORIZON FUND - XXXV - SERIES 12 - DIRECT Plan - IDCW Option,INF204KB1TB3,
142120,Nippon India Fixed Horizon Fund XXXV- Series 12- Growth Option,INF204KB1SY7,
142121,NIPPON INDIA FIXED HORIZON FUND - XXXV - SERIES 13 - IDCW Option,INF204KB1TD9,
142122,Nippon India Fixed Horizon Fund XXXV- Series 13- Growth Option,INF204KB1TC1,
142123,Nippon India Fixed Horizon Fund XXXV- Series 13- Direct Plan-Growth Option,INF204KB1TE7,
142124,NIPPON INDIA FIXED HORIZON FUND - XXXV - SERIES 13 - DIRECT Plan - IDCW Option,INF204KB1TF4,
142125,ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Cumulative Option,INF109KC1010,
142126,ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Direct Plan Cumulative Option,INF109KC1044,
142129,ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Direct Plan Quarterly IDCW Option,INF109KC1051,
142130,ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Quarterly IDCW Option,INF109KC1028,
142131,ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Half Yearly IDCW Option,INF109KC1036,
142132,ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Direct Plan Half Yearly IDCW Option,INF109KC1069,
142133,ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan IDCW Option,INF109KC1101,
142134,ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan Cumulative Option,INF109KC1093,
142135,ICICI Prudential Long Term Wealth Enhancement Fund - IDCW Option,INF109KC1085,
142136,ICICI Prudential Long Term Wealth Enhancement Fund - Cumulative Option,INF109KC1077,
142137,SBI Long Term Advantage Fund - Series V - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1RV0,
142138,SBI Long Term Advantage Fund - Series V - Direct Plan - Growth,INF200KA1RW8,
142139,SBI Long Term Advantage Fund Series V - Regular Plan - Growth,INF200KA1RU2,
142140,SBI Long Term Advantage Fund - Series V - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1RX6,
142141,Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days - Direct - IDCW,INF090I01NA8,
142142,Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days -QTR - IDCW,INF090I01MY0,
142143,Franklin India Fixed Maturity Plans- Series 2- Plan C(1205 days)- Growth,INF090I01MW4,
142144,Franklin India Fixed Maturity Plans- Series 2- Plan C(1205 days)- Growth- Direct,INF090I01MZ7,
142145,Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days - IDCW,INF090I01MX2,
142147,Nippon India Capital Builder Fund IV- Series D- Growth Option,INF204KB1TG2,
142148,Nippon India Capital Builder Fund IV- Series D- Dividend Payout Option,INF204KB1TH0,
142149,Nippon India Capital Builder Fund IV- Series D- Direct Plan- Growth Option,INF204KB1TI8,
142150,Nippon India Capital Builder Fund IV- Series D- Direct Plan-Dividend Payout Option,INF204KB1TJ6,
142151,Sundaram Long Term Tax Advantage Fund Series III Regular Plan - Growth,INF903JA1BR5,
142152,Sundaram Long Term Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),INF903JA1BS3,
142153,Sundaram Long Term Tax Advantage Fund Series III Direct Plan - Growth,INF903JA1BT1,
142154,Sundaram Long Term Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),INF903JA1BU9,
142155,ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Cumulative Option,INF109KC1119,
142156,ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Direct Plan Cumulative Option,INF109KC1143,
142158,ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Half Yearly IDCW Option,INF109KC1127,
142159,ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Direct Plan Quarterly IDCW Option,INF109KC1168,
142161,ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Quarterly IDCW Option,INF109KC1135,
142162,ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Direct Plan Half Yearly IDCW Option,INF109KC1150,
142163,DSP FMP Series - 217 - 40M - Regular Plan - IDCW - Payout,INF740KA1DD5,
142164,DSP FMP Series - 217 - 40M - Direct Plan - Growth,INF740KA1DF0,
142165,DSP FMP Series - 217 - 40M - Direct Plan - IDCW - Payout,INF740KA1DG8,
142166,DSP FMP Series - 217 - 40M - Direct Plan - IDCW - Quarterly Payout,INF740KA1DH6,
142167,DSP FMP Series - 217 - 40M - Regular Plan - Growth,INF740KA1DC7,
142168,DSP FMP Series - 217 - 40M - Regular Plan - IDCW - Quarterly Payout,INF740KA1DE3,
142169,UTI Long Term Advantage Fund Series VII - Regular Plan - Growth Option,INF789FC16D6,
142170,UTI Long Term Advantage Fund Series VII - Direct Plan - IDCW,INF789FC17D4,
142171,UTI Long Term Advantage Fund Series VII - Regular Plan - IDCW,INF789FC15D8,
142172,UTI Long Term Advantage Fund Series VII - Direct Plan - Growth Option,INF789FC18D2,
142173,L&T FMP Series XVI - Plan A - Direct Plan - Growth Option,INF917K01YU3,
142174,L&T FMP Series XVI - Plan A - Regular Plan - IDCW,INF917K01YV1,
142175,L&T FMP Series XVI - Plan A - Regular Plan - Growth Option,INF917K01YW9,
142176,L&T FMP Series XVI - Plan A - Direct Plan - IDCW,INF917K01YT5,
142177,SBI DEBT FUND SERIES C - 7 (1190 DAYS) - DIRECT PLAN - GROWTH,INF200KA1SA2,
142178,SBI Debt Fund Series - C - 7 (1190 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1SB0,
142179,SBI DEBT FUND SERIES C - 7 (1190 DAYS) - REGULAR PLAN - GROWTH,INF200KA1RY4,
142180,SBI Debt Fund Series - C - 7 (1190 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1RZ1,
142181,Nippon India Fixed Horizon Fund XXXV- Series 14- Growth Option,INF204KB1TO6,
142182,NIPPON INDIA FIXED HORIZON FUND - XXXV - SERIES 14 - IDCW Option,INF204KB1TP3,
142183,Nippon India Fixed Horizon Fund XXXV- Series 14- Direct Plan-Growth Option,INF204KB1TQ1,
142184,NIPPON INDIA FIXED HORIZON FUND - XXXV - SERIES 14 - DIRECT Plan - IDCW Option,INF204KB1TR9,
142185,Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) -REGULAR - Quarterly IDCW,INF209KB1JX3,
142186,Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) -DIRECT - NORMAL IDCW,INF209KB1JZ8,
142187,Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) -REGULAR - NORMAL IDCW,INF209KB1JW5,
142188,Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) - Direct Plan-Growth,INF209KB1JY1,
142189,Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) -Direct - Quarterly IDCW,INF209KB1KA9,
142190,Aditya Birla Sun Life Fixed Term Plan Series OY (1218 days) - Regular Plan-Growth,INF209KB1JV7,
142191,NIPPON INDIA FIXED HORIZON FUND - XXXV - SERIES 15 - IDCW Option,INF204KB1TT5,
142192,Nippon India Fixed Horizon Fund XXXV- Series 15- Direct Plan-Growth Option,INF204KB1TU3,
142193,Nippon India Fixed Horizon Fund XXXV- Series 15- Growth Option,INF204KB1TS7,
142194,NIPPON INDIA FIXED HORIZON FUND - XXXV - SERIES 15 - DIRECT Plan - IDCW Option,INF204KB1TV1,
142195,Nippon India Fixed Horizon Fund XXXV- Series 16- Growth Option,INF204KB1TW9,
142196,NIPPON INDIA FIXED HORIZON FUND - XXXV - SERIES 16 - IDCW Option,INF204KB1TX7,
142197,NIPPON INDIA FIXED HORIZON FUND - XXXV - SERIES 16 - DIRECT Plan - IDCW Option,INF204KB1TZ2,
142198,Nippon India Fixed Horizon Fund XXXV- Series 16- Direct Plan-Growth Option,INF204KB1TY5,
142201,UTI FTIF Series XXVIII-IV (1204 Days) Direct Plan - Growth Option,INF789FC13C5,
142208,UTI FTIF Series XXVIII-IV (1204 Days) Regular Plan - Growth Option,INF789FC18B6,
142213,Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - REGULAR - NORMAL IDCW,INF209KB1KC5,
142214,Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - REGULAR - Quarterly IDCW,INF209KB1KD3,
142215,Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - Regular Plan-Growth,INF209KB1KB7,
142216,Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - DIRECT - NORMAL IDCW,INF209KB1KF8,
142217,Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - Direct - Quarterly IDCW,INF209KB1KG6,
142218,Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - Direct Plan-Growth,INF209KB1KE1,
142219,UTI FTIF SERIES XXVIII - PLAN V (1190 DAYS) - Direct Plan - Maturity IDCW,INF789FC12D5,
142220,UTI FTIF SERIES XXVIII - PLAN V (1190 DAYS) - Direct Plan - Quarterly IDCW,INF789FC10D9,
142222,UTI FTIF Series XXVIII-V (1190 Days) Regular Plan - Growth Option,INF789FC18C4,
142223,UTI FTIF SERIES XXVIII - PLAN V (1190 DAYS) - Regular Plan - Maturity IDCW,INF789FC17C6,
142224,UTI FTIF SERIES XXVIII - PLAN V (1190 DAYS) - Regular Plan - Quarterly IDCW,INF789FC15C0,
142225,UTI FTIF Series XXVIII-V (1190 Days) Direct Plan - Growth Option,INF789FC13D3,
142226,UTI FTIF SERIES XXVIII - PLAN V (1190 DAYS) - Regular Plan - Annual IDCW,INF789FC16C8,
142227,UTI FTIF SERIES XXVIII - PLAN V (1190 DAYS) - Direct Plan - Annual IDCW,INF789FC11D7,
142229,Sundaram Fixed Term Plan IC Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),INF903JA1BY1,
142230,Sundaram Fixed Term Plan IC Direct Plan - Growth,INF903JA1BX3,
142231,Sundaram Fixed Term Plan IC Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),INF903JA1BW5,
142232,Sundaram Fixed Term Plan IC Regular Plan - Growth,INF903JA1BV7,
142233,ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Cumulative Option,INF109KC1176,
142234,ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Direct Plan Cumulative Option,INF109KC1200,
142236,ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Half Yearly IDCW Option,INF109KC1184,
142237,ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Direct Plan Quarterly IDCW Option,INF109KC1226,
142238,ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Quarterly IDCW Option,INF109KC1192,
142241,Kotak FMP Series 214-RegularPlan-Growth Option,INF174K015R9,
142242,Kotak FMP Series 214-Regular Plan-Payout of Income Distribution cum capital withdrawal option,INF174K016R7,
142243,Kotak FMP Series 214-Direct Plan-Growth Option,INF174K017R5,
142244,Kotak FMP Series 214-Direct Plan-Payout of Income Distribution cum capital withdrawal option,INF174K018R3,
142245,BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION ABOVE 3 YRS,,
142246,BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW UPTO 3YRS,,
142247,BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION UPTO 3YRS,,
142248,BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW ABOVE 3 YRS,,
142249,UTI Money Market Fund - Direct Plan - Quarterly IDCW,INF789FA1M61,INF789FA1M79
142250,DSP FMP Series - 218 - 40M - Regular Plan - IDCW - Quarterly Payout,INF740KA1DU9,
142251,DSP FMP Series - 218 - 40M - Regular Plan - IDCW - Payout,INF740KA1DT1,
142252,DSP FMP Series - 218 - 40M - Regular Plan - Growth,INF740KA1DS3,
142253,DSP FMP Series - 218 - 40M - Direct Plan - IDCW - Quarterly Payout,INF740KA1DX3,
142254,DSP FMP Series - 218 - 40M - Direct Plan - Growth,INF740KA1DV7,
142255,DSP FMP Series - 218 - 40M - Direct Plan - IDCW - Payout,INF740KA1DW5,
142256,SBI Dual Advantage Fund - Series XXVI - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1SF1,
142257,SBI DUAL ADVANTAGE FUND - SERIES XXVI - REGULAR PLAN - GROWTH,INF200KA1SC8,
142258,SBI Dual Advantage Fund - Series XXVI - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1SD6,
142259,SBI DUAL ADVANTAGE FUND - SERIES XXVI - DIRECT PLAN - GROWTH,INF200KA1SE4,
142261,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Half Yearly IDCW Option,INF109KC1283,
142262,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Direct Plan Half Yearly IDCW Option,INF109KC1317,
142264,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Quarterly IDCW Option,INF109KC1291,
142265,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Direct Plan Quarterly IDCW Option,INF109KC1325,
142266,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Direct Plan Cumulative Option,INF109KC1309,
142267,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Cumulative Option,INF109KC1275,
142268,UTI FTIF Series XXVIII-VI (1190 Days) - Direct Plan - Growth Option,INF789FC17E2,
142269,UTI FTIF Series XXVIII-VI (1190 Days) - Regular Plan - Growth Option,INF789FC12E3,
142272,UTI FTIF SERIES XXVIII - PLAN VI (1190 DAYS) - Direct Plan - Quarterly IDCW,INF789FC14E9,
142275,UTI FTIF SERIES XXVIII - PLAN VI (1190 DAYS) - Direct Plan - Flexi IDCW,INF789FC18E0,
142277,UTI FTIF SERIES XXVIII - PLAN VI (1190 DAYS) - Regular Plan - Quarterly IDCW,INF789FC19D0,
142278,DSP Arbitrage Fund - Regular - IDCW - Monthly,INF740KA1DL8,INF740KA1DM6
142279,DSP Arbitrage Fund - Direct - IDCW,INF740KA1DO2,INF740KA1DP9
142280,DSP Arbitrage Fund - Regular - IDCW,INF740KA1DJ2,INF740KA1DK0
142281,DSP Arbitrage Fund - Direct - IDCW - Monthly,INF740KA1DQ7,INF740KA1DR5
142282,DSP Arbitrage Fund - Regular - Growth,INF740KA1DI4,
142283,DSP Arbitrage Fund - Direct - Growth,INF740KA1DN4,
142284,UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - Growth Option,INF789FC12G8,
142285,UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - Growth Option,INF789FC10G2,
142286,UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - IDCW,INF789FC19F5,
142287,UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - IDCW,INF789FC11G0,
142288,ICICI Prudential Value Fund - Series 20 - Cumulative Option,INF109KC1333,
142289,ICICI Prudential Value Fund - Series 20 - Direct Plan - Cumulative Option,INF109KC1358,
142290,ICICI Prudential Value Fund - Series 20 - IDCW Option,INF109KC1341,
142291,ICICI Prudential Value Fund - Series 20 - Direct Plan - IDCW Option,INF109KC1366,
142294,ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Direct Plan Quarterly IDCW Option,INF109KC1424,
142295,ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Half Yearly IDCW Option,INF109KC1382,
142297,ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Quarterly IDCW Option,INF109KC1390,
142298,ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Cumulative Option,INF109KC1374,
142299,ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Direct Plan Cumulative Option,INF109KC1408,
142300,Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) - Regular Plan-Growth,INF209KB1KH4,
142301,Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) -REGULAR - NORMAL IDCW,INF209KB1KI2,
142302,Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) -REGULAR - Quarterly IDCW,INF209KB1KJ0,
142303,Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) -DIRECT - NORMAL IDCW,INF209KB1KL6,
142304,Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) -DIRECT - Quarterly IDCW,INF209KB1KM4,
142305,Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) - Direct Plan-Growth,INF209KB1KK8,
142306,DSP FMP Series - 219 - 40M - Regular Plan - Growth,INF740KA1DY1,
142307,DSP FMP Series - 219 - 40M - Regular Plan - IDCW - Payout,INF740KA1DZ8,
142308,DSP FMP Series - 219 - 40M - Regular Plan - IDCW - Quarterly Payout,INF740KA1EA9,
142309,DSP FMP Series - 219 - 40M - Direct Plan - Growth,INF740KA1EB7,
142310,DSP FMP Series - 219 - 40M - Direct Plan - IDCW - Payout,INF740KA1EC5,
142311,DSP FMP Series - 219 - 40M - Direct Plan - IDCW - Quarterly Payout,INF740KA1ED3,
142312,Kotak FMP Series 215-Direct Plan-Payout of Income Distribution cum capital withdrawal option,INF174K012S4,
142313,Kotak FMP Series 215-Direct Plan-Growth Option,INF174K011S6,
