scheme_code,scheme_name,isin_growth,isin_dividend
142314,Kotka FMP Series 215-Regular Plan-Growth Option,INF174K019R1,
142315,Kotak FMP Series 215-Regular Plan - Payout of Income Distribution cum capital withdrawal option,INF174K010S8,
142320,UTI FTIF SERIES XXVIII - PLAN VII (1169 DAYS) - Direct Plan - Annual IDCW,INF789FC15F3,
142321,UTI FTIF SERIES XXVIII - PLAN VII (1169 DAYS) - Direct Plan - Maturity IDCW,INF789FC16F1,
142322,UTI FTIF SERIES XXVIII - PLAN VII (1169 DAYS) - Direct Plan - Flexi IDCW,INF789FC18F7,
142323,UTI FTIF SERIES XXVIII - PLAN VII (1169 DAYS) - Regular Plan - Flexi IDCW,INF789FC13F8,
142324,UTI FTIF SERIES XXVIII - PLAN VII (1169 DAYS) - Regular Plan - Quarterly IDCW,INF789FC19E8,
142325,UTI FTIF SERIES XXVIII - PLAN VII (1169 DAYS) - Regular Plan - Maturity IDCW,INF789FC11F2,
142326,UTI FTIF Series XXVIII-VII (1169 Days) - Direct Plan - Growth Option,INF789FC17F9,
142327,UTI FTIF Series XXVIII-VII (1169 Days) - Regular Plan - Growth Option,INF789FC12F0,
142328,UTI FTIF SERIES XXVIII - PLAN VII (1169 DAYS) - Regular Plan - Annual IDCW,INF789FC10F4,
142329,UTI FTIF SERIES XXVIII - PLAN VII (1169 DAYS) - Direct Plan - Quarterly IDCW,INF789FC14F6,
142330,SBI DEBT FUND SERIES C - 8 (1175 DAYS) - REGULAR PLAN - GROWTH,INF200KA1SG9,
142331,SBI Debt Fund Series - C - 8 (1175 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1SH7,
142332,SBI DEBT FUND SERIES C -8 (1175 DAYS) - DIRECT PLAN - GROWTH,INF200KA1SI5,
142333,SBI Debt Fund Series - C - 8 (1175 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1SJ3,
142334,ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Cumulative Option,INF109KC1499,
142336,ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Direct Plan Quarterly IDCW Option,INF109KC1549,
142337,ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Half Yearly IDCW Option,INF109KC1507,
142339,ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Direct Plan Cumulative Option,INF109KC1523,
142340,ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Quarterly IDCW Option,INF109KC1515,
142341,ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Direct Plan Half Yearly IDCW Option,INF109KC1531,
142342,Union Liquid Fund - Unclaimed Amounts Plan - Redemption Upto 3 years,,
142343,Union Liquid Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years,,
142344,Union Liquid Fund - Unclaimed Amounts Plan - IDCW Upto 3 years,,
142345,Union Liquid Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years,,
142346,Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) -REGULAR - NORMAL IDCW,INF209KB1KO0,
142347,Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) - Regular Plan-Growth,INF209KB1KN2,
142348,Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) -REGULAR - Quarterly IDCW,INF209KB1KP7,
142349,Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) - Direct Plan-Growth,INF209KB1KQ5,
142350,Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) -DIRECT - NORMAL IDCW,INF209KB1KR3,
142351,Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) -DIRECT - Quarterly IDCW,INF209KB1KS1,
142352,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Cumulative Option,INF109KC1432,
142355,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Quarterly IDCW Option,INF109KC1457,
142357,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Direct Plan Cumulative Option,INF109KC1465,
142358,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Half Yearly IDCW Option,INF109KC1440,
142359,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Direct Plan Half Yearly IDCW Option,INF109KC1473,
142361,UTI FTIF Series XXVIII-VIII (1171 Days) - Direct Plan - Growth Option,INF789FC11H8,
142362,UTI FTIF SERIES XXVIII - PLAN VIII (1171 DAYS) - Direct Plan - Quarterly IDCW,INF789FC18G5,
142365,UTI FTIF Series XXVIII-VIII (1171 Days) - Regular Plan - Growth Option,INF789FC16G9,
142366,UTI FTIF SERIES XXVIII - PLAN VIII (1171 DAYS) - Regular Plan - Quarterly IDCW,INF789FC13G6,
142367,UTI FTIF SERIES XXVIII - PLAN VIII (1171 DAYS) - Regular Plan - Maturity IDCW,INF789FC15G1,
142371,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 9 - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01IT2,
142372,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 9 - REGULAR PLAN - GROWTH OPTION,INF760K01IS4,
142373,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 9 - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01IR6,
142374,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 9 - DIRECT PLAN - GROWTH OPTION,INF760K01IQ8,
142375,Invesco India Fixed Maturity Plan - Series 30 - Plan C - Direct Growth,INF205K015N1,
142377,Invesco India Fixed Maturity Plan - Series 30 - Plan C - Regular Growth,INF205K013N6,
142378,Invesco India Fixed Maturity Plan - Series 30 - Plan C - Regular - IDCW (Payout),INF205K012N8,
142379,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Direct Plan IDCW Option,INF109KC1663,
142380,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days IDCW Option,INF109KC1648,
142381,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Cumulative Option,INF109KC1630,
142382,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Direct Plan Cumulative Option,INF109KC1655,
142383,Edelweiss Recently Listed IPO Fund Regular Plan Growth,INF754K01MH2,
142384,Edelweiss Recently Listed IPO Fund REGULAR PLAN - IDCW Option,INF754K01MI0,INF754K01MJ8
142386,Edelweiss Recently Listed IPO Fund - DIRECT PLAN - IDCW Option,INF754K01MM2,INF754K01MN0
142388,Edelweiss Recently Listed IPO Fund Direct Plan Growth,INF754K01ML4,
142389,Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 days) -REGULAR - Quarterly IDCW,INF209KB1KV5,
142390,Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 days) -DIRECT - Quarterly IDCW,INF209KB1KY9,
142391,Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 days) - Direct Plan-Growth,INF209KB1KW3,
142392,Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 days) -DIRECT - NORMAL IDCW,INF209KB1KX1,
142393,Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 days) -REGULAR - NORMAL IDCW,INF209KB1KU7,
142394,Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 days) - Regular Plan-Growth,INF209KB1KT9,
142395,L&T Emerging Opportunities Fund-Series I-Direct Plan-IDCW,INF917K01ZJ3,
142397,L&T Emerging Opportunities Fund-Series I- Regular Plan-IDCW,INF917K01ZL9,
142399,Sundaram Fixed Term Plan IE Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),INF903JA1CG6,
142400,Sundaram Fixed Term Plan IE Direct Plan - Growth,INF903JA1CF8,
142401,Sundaram Fixed Term Plan IE Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),INF903JA1CE1,
142402,Sundaram Fixed Term Plan IE Regular Plan - Growth,INF903JA1CD3,
142403,Kotak FMP Series 216 - Direct Plan-Payout of Income Distribution cum capital withdrawal Option,INF174K016S5,
142404,Kotak FMP Series 216-Direct Plan-Growth Option,INF174K015S7,
142405,Kotak FMP Series 216-Regular Plan- Payout of Income Distribution cum capital withdrawal Option,INF174K014S0,
142406,Kotak FMP Series 216-Regular Plan-Growth Option,INF174K013S2,
142412,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Direct Plan Cumulative Option,INF109KC1705,
142413,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Cumulative Option,INF109KC1671,
142415,Kotak India Growth Fund Series 4-Direct Plan-ayout of Income Distribution cum capital withdrawal option,INF174KA1GG6,
142416,Kotak India Growth Fund Series 4-Regular Plan-ayout of Income Distribution cum capital withdrawal option,INF174KA1GE1,
142417,Kotak India Growth Fund Series 4 - Regular Plan- Growth option,INF174KA1GD3,
142418,Kotak India Growth Fund Series 4-Direct Plan - Growth Option,INF174KA1GF8,
142421,PGIM India Aggressive Hybrid Equity Fund - Regular Plan - Annual Dividend Option,INF663L01ZA0,INF663L01ZB8
142422,PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Annual Dividend Option,INF663L01ZC6,INF663L01ZD4
142424,PGIM India Arbitrage Fund - Direct Plan - Half yearly Dividend Option,INF663L01YU1,INF663L01YV9
142426,PGIM India Equity Savings Fund - Regular Plan - Regular Dividend Option,INF663L01YO4,INF663L01YP1
142427,PGIM India Equity Savings Fund - Direct Plan - Half yearly Dividend option,INF663L01YM8,INF663L01YN6
142428,PGIM India Equity Savings Fund - Direct Plan - Regular Dividend Option,INF663L01YQ9,INF663L01YR7
142429,Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 days) - Regular Plan-Growth,INF209KB1KZ6,
142430,Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 days) -REGULAR - NORMAL IDCW,INF209KB1LA7,
142431,Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 days) -REGULAR - Quarterly IDCW,INF209KB1LB5,
142432,Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 days) -DIRECT - Quarterly IDCW,INF209KB1LE9,
142433,Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 days) - Direct Plan-Growth,INF209KB1LC3,
142434,Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 days) -DIRECT - NORMAL IDCW,INF209KB1LD1,
142435,Invesco India Fixed Maturity Plan - Series 30 - Plan D - Direct Growth,INF205K019N3,
142437,Invesco India Fixed Maturity Plan - Series 30 - Plan D - Regular - IDCW (Payout),INF205K016N9,
142438,Invesco India Fixed Maturity Plan - Series 30 - Plan D - Regular - Growth,INF205K017N7,
142443,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Cumulative Option,INF109KC1739,
142445,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Quarterly IDCW Option,INF109KC1754,
142446,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Quarterly IDCW Option,INF109KC1788,
142447,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Half Yearly IDCW Option,INF109KC1747,
142448,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Half Yearly IDCW Option,INF109KC1770,
142450,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Cumulative Option,INF109KC1762,
142451,Nippon India Fixed Horizon Fund XXXVI- Series 1- Direct Plan-Growth Option,INF204KB1UG0,
142452,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - DIRECT Plan - IDCW Option,INF204KB1UH8,
142453,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - IDCW Option,INF204KB1UF2,
142454,Nippon India Fixed Horizon Fund XXXVI- Series 1- Growth Option,INF204KB1UE5,
142455,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 2 - DIRECT Plan - IDCW Option,INF204KB1UL0,
142456,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 2 - IDCW Option,INF204KB1UJ4,
142457,Nippon India Fixed Horizon Fund XXXVI- Series 2- Direct Plan-Growth Option,INF204KB1UK2,
142458,Nippon India Fixed Horizon Fund XXXVI- Series 2- Growth Option,INF204KB1UI6,
142459,Nippon India Fixed Horizon Fund XXXVI- Series 3- Growth Option,INF204KB1UM8,
142460,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 3 - IDCW Option,INF204KB1UN6,
142461,Nippon India Fixed Horizon Fund XXXVI- Series 3- Direct Plan-Growth Option,INF204KB1UO4,
142462,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 3 - DIRECT Plan - IDCW Option,INF204KB1UP1,
142463,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Cumulative Option,INF109KC1812,
142465,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Direct Plan Cumulative Option,INF109KC1846,
142467,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Quarterly IDCW Option,INF109KC1838,
142468,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Direct Plan Quarterly IDCW Option,INF109KC1861,
142469,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Half Yearly IDCW Option,INF109KC1820,
142471,DSP FMP Series - 220 - 40M - Regular Plan - Growth,INF740KA1EE1,
142472,DSP FMP Series - 220 - 40M - Regular Plan - IDCW - Payout,INF740KA1EF8,
142474,DSP FMP Series - 220 - 40M - Regular Plan - IDCW - Quarterly Payout,INF740KA1EG6,
142475,DSP FMP Series - 220 - 40M - Direct Plan - Growth,INF740KA1EH4,
142477,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Cumulative Option,INF109KC1879,
142478,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Direct Plan Cumulative Option,INF109KC1903,
142481,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Half Yearly IDCW Option,INF109KC1887,
142483,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Direct Plan Half Yearly IDCW Option,INF109KC1911,
142485,SBI DEBT FUND SERIES C - 9 (1150 DAYS) - DIRECT PLAN - GROWTH,INF200KA1SM7,
142486,SBI Debt Fund Series - C - 9 (1150 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1SL9,
142487,SBI Debt Fund Series - C - 9 (1150 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1SN5,
142488,SBI DEBT FUND SERIES C - 9 (1150 DAYS) - REGULAR PLAN - GROWTH,INF200KA1SK1,
142489,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan - Growth option,INF846K01B85,
142490,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan - Growth option,INF846K01B69,
142491,Axis Capital Builder Fund Series 1 (1540 Days) - Regular Plan - IDCW,INF846K01B93,
142492,Axis Capital Builder Fund Series 1 (1540 Days) - Direct Plan - IDCW,INF846K01B77,
142493,IDFC Equity Opportunity Fund - Series 5 (36 Months) Regular Growth,INF194KA15D5,
142494,IDFC Equity Opportunity Fund - Series 5 (36 Months) Regular Dividend,INF194KA16D3,
142495,IDFC Equity Opportunity Fund - Series 5 (36 Months) Direct Growth,INF194KA12D2,
142496,IDFC Equity Opportunity Fund - Series 5 (36 Months) Direct Dividend,INF194KA13D0,
142497,DSP A.C.E. Fund (Analyst's Conviction Equalized) - Series 2 - Direct Plan - IDCW - Payout,INF740KA1EN2,
142498,DSP A.C.E. Fund (Analyst's Conviction Equalized) - Series 2 - Regular Plan - Growth,INF740KA1EK8,
142499,DSP A.C.E. Fund (Analyst's Conviction Equalized) - Series 2 - Direct Plan - Growth,INF740KA1EM4,
142500,DSP A.C.E. Fund (Analyst's Conviction Equalized) - Series 2 - Regular Plan - IDCW - Payout,INF740KA1EL6,
142501,DSP FMP Series - 221 - 40M - Regular Plan - Growth,INF740KA1EO0,
142502,DSP FMP Series - 221 - 40M - Regular Plan - IDCW - Payout,INF740KA1EP7,
142503,DSP FMP Series - 221 - 40M - Regular Plan - IDCW - Quarterly Payout,INF740KA1EQ5,
142504,DSP FMP Series - 221 - 40M - Direct Plan - Growth,INF740KA1ER3,
142505,DSP FMP Series - 221 - 40M - Direct Plan - IDCW - Quarterly Payout,INF740KA1ET9,
142506,DSP FMP Series - 221 - 40M - Direct Plan - IDCW - Payout,INF740KA1ES1,
142508,Aditya Birla Sun Life Fixed Term Plan - Series PE (1159 days) - Regular Plan-Growth,INF209KB1LF6,
142509,Aditya Birla Sun Life Fixed Term Plan - Series PE (1159 days) - DIRECT - Quarterly IDCW,INF209KB1LK6,
142510,Aditya Birla Sun Life Fixed Term Plan - Series PE (1159 days) -REGULAR - NORMAL IDCW,INF209KB1LG4,
142511,Aditya Birla Sun Life Fixed Term Plan - Series PE (1159 days) - Direct Plan-Growth,INF209KB1LI0,
142512,Aditya Birla Sun Life Fixed Term Plan - Series PE (1159 days) -REGULAR - Quarterly IDCW,INF209KB1LH2,
142513,Reliance Fixed Horizon Fund XXXVI- Series 4- Growth Option,INF204KB1UQ9,
142514,Reliance Fixed Horizon Fund XXXVI- Series 4- Direct Plan-Growth Option,INF204KB1US5,
142515,Reliance Fixed Horizon Fund XXXVI- Series 4- Dividend Payout Option,INF204KB1UR7,
142516,Reliance Fixed Horizon Fund XXXVI- Series 4- Direct Plan-Dividend Payout Option,INF204KB1UT3,
142519,UTI FTIF Series XXVIII-IX (1168 Days) - Regular Plan - Growth Option,INF789FC10I8,
142525,UTI FTIF Series XXVIII-IX (1168 Days) - Direct Plan - Growth Option,INF789FC15I7,
142526,UTI FTIF SERIES XXVIII - PLAN IX (1168 DAYS) - Regular Plan - Quarterly IDCW,INF789FC17H5,
142527,Kotak FMP Series 217-Direct Plan-Payout of Income Distribution cum capital withdrawal Option,INF174K017T1,
142528,Kotak FMP Series 217-Regular Plan-Payout of Income Distribution cum capital withdrawal Option,INF174K016T3,
142529,Kotak FMP Series 217-Regular Plan-Growth Option,INF174K015T5,
142530,Kotak FMP Series 217-Direct Plan-Growth Option,INF174K018T9,
142531,Sundaram Emerging Small Cap Series I Regular Plan - Growth,INF903JA1CH4,
142532,Sundaram Emerging Small Cap Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),INF903JA1CK8,
142533,Sundaram Emerging Small Cap Series I Direct Plan - Growth,INF903JA1CJ0,
142534,Sundaram Emerging Small Cap Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),INF903JA1CI2,
142535,Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth,INF090I01NC4,
142537,Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth-Direct,INF090I01NF7,
142538,Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 days - IDCW,INF090I01ND2,
142541,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Cumulative Option,INF109KC1937,
142542,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Quarterly IDCW Option,INF109KC1986,
142543,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Half Yearly IDCW Option,INF109KC1978,
142544,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Cumulative Option,INF109KC1960,
142548,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Quarterly IDCW Option,INF109KC1952,
142549,Aditya Birla Sun Life Resurgent India Fund - Series 6 -Direct - Payout of IDCW,INF209KB1LO8,
142550,SBI DEBT FUND SERIES C - 10 (1150 DAYS) - DIRECT PLAN - GROWTH,INF200KA1SQ8,
142551,SBI Debt Fund Series - C - 10 (1150 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1SR6,
142552,SBI Debt Fund Series - C - 10 (1150 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1SP0,
142553,SBI DEBT FUND SERIES C - 10 (1150 DAYS) - REGULAR PLAN - GROWTH,INF200KA1SO3,
142554,Aditya Birla Sun Life Resurgent India Fund - Series 6 - Regular Plan-Growth,INF209KB1LL4,
142555,Aditya Birla Sun Life Resurgent India Fund - Series 6 - Direct Plan-Growth,INF209KB1LN0,
142556,Aditya Birla Sun Life Resurgent India Fund - Series 6 -Regular - Payout of IDCW,INF209KB1LM2,
142557,PGIM India Fixed Duration Fund - Series AP - Regular Plan - Growth Option,INF663L01ZJ1,
142561,PGIM India Fixed Duration Fund - Series AP - Regular Plan - Standard Dividend Option,INF663L01ZK9,INF663L01ZL7
142562,PGIM India Fixed Duration Fund - Series AP - Direct Plan - Growth Option,INF663L01ZE2,
142563,Nippon India Fixed Horizon Fund XXXVI- Series 5- Growth Option,INF204KB1UU1,
142564,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 5 - DIRECT Plan - IDCW Option,INF204KB1UX5,
142565,Nippon India Fixed Horizon Fund XXXVI- Series 5- Direct Plan-Growth Option,INF204KB1UW7,
142566,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 5 - IDCW Option,INF204KB1UV9,
142567,Nippon India Fixed Horizon Fund XXXVI- Series 6- Growth Option,INF204KB1UY3,
142568,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 6 - IDCW Option,INF204KB1UZ0,
142569,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 6 - DIRECT Plan - IDCW Option,INF204KB1VB9,
142570,Nippon India Fixed Horizon Fund XXXVI- Series 6- Direct Plan-Growth Option,INF204KB1VA1,
142572,UTI FTIF SERIES XXVIII - PLAN X (1153 DAYS) - Direct Plan - Quarterly IDCW,INF789FC12J2,
142573,UTI FTIF SERIES XXVIII - PLAN X (1153 DAYS) - Direct Plan - Maturity IDCW,INF789FC14J8,
